,codigo_def,categorias
520,I61,Enfermedades del aparato circulatorio
521,I62,Enfermedades del aparato circulatorio
522,I63,Enfermedades del aparato circulatorio
523,I64,Enfermedades del aparato circulatorio
524,I67,Enfermedades del aparato circulatorio
525,I69,Enfermedades del aparato circulatorio
526,I70,Enfermedades del aparato circulatorio
527,I71,Enfermedades del aparato circulatorio
528,I72,Enfermedades del aparato circulatorio
529,I73,Enfermedades del aparato circulatorio
530,I74,Enfermedades del aparato circulatorio
531,I77,Enfermedades del aparato circulatorio
532,I78,Enfermedades del aparato circulatorio
533,I80,Enfermedades del aparato circulatorio
534,I81,Enfermedades del aparato circulatorio
535,I82,Enfermedades del aparato circulatorio
536,I83,Enfermedades del aparato circulatorio
537,I84,Enfermedades del aparato circulatorio
538,I85,Enfermedades del aparato circulatorio
539,I86,Enfermedades del aparato circulatorio
540,I87,Enfermedades del aparato circulatorio
541,I88,Enfermedades del aparato circulatorio
542,I89,Enfermedades del aparato circulatorio
543,I95,Enfermedades del aparato circulatorio
544,I99,Enfermedades del aparato circulatorio
545,J00,Enfermedades del aparato respiratorio
546,J01,Enfermedades del aparato respiratorio
547,J02,Enfermedades del aparato respiratorio
548,J03,Enfermedades del aparato respiratorio
549,J04,Enfermedades del aparato respiratorio
550,J05,Enfermedades del aparato respiratorio
551,J06,Enfermedades del aparato respiratorio
552,J09,Enfermedades del aparato respiratorio
553,J10,Enfermedades del aparato respiratorio
554,J11,Enfermedades del aparato respiratorio
555,J12,Enfermedades del aparato respiratorio
556,J13,Enfermedades del aparato respiratorio
557,J14,Enfermedades del aparato respiratorio
558,J15,Enfermedades del aparato respiratorio
559,J16,Enfermedades del aparato respiratorio
560,J18,Enfermedades del aparato respiratorio
561,J20,Enfermedades del aparato respiratorio
562,J21,Enfermedades del aparato respiratorio
563,J22,Enfermedades del aparato respiratorio
564,J30,Enfermedades del aparato respiratorio
565,J31,Enfermedades del aparato respiratorio
566,J32,Enfermedades del aparato respiratorio
567,J33,Enfermedades del aparato respiratorio
568,J34,Enfermedades del aparato respiratorio
569,J35,Enfermedades del aparato respiratorio
570,J36,Enfermedades del aparato respiratorio
571,J38,Enfermedades del aparato respiratorio
572,J39,Enfermedades del aparato respiratorio
573,J40,Enfermedades del aparato respiratorio
574,J41,Enfermedades del aparato respiratorio
575,J42,Enfermedades del aparato respiratorio
576,J43,Enfermedades del aparato respiratorio
577,J44,Enfermedades del aparato respiratorio
578,J45,Enfermedades del aparato respiratorio
579,J46,Enfermedades del aparato respiratorio
580,J47,Enfermedades del aparato respiratorio
581,J60,Enfermedades del aparato respiratorio
582,J61,Enfermedades del aparato respiratorio
583,J62,Enfermedades del aparato respiratorio
584,J63,Enfermedades del aparato respiratorio
585,J64,Enfermedades del aparato respiratorio
586,J65,Enfermedades del aparato respiratorio
587,J66,Enfermedades del aparato respiratorio
588,J67,Enfermedades del aparato respiratorio
589,J68,Enfermedades del aparato respiratorio
590,J69,Enfermedades del aparato respiratorio
591,J70,Enfermedades del aparato respiratorio
592,J80,Enfermedades del aparato respiratorio
593,J81,Enfermedades del aparato respiratorio
594,J82,Enfermedades del aparato respiratorio
595,J84,Enfermedades del aparato respiratorio
596,J85,Enfermedades del aparato respiratorio
597,J86,Enfermedades del aparato respiratorio
598,J90,Enfermedades del aparato respiratorio
599,J92,Enfermedades del aparato respiratorio
600,J93,Enfermedades del aparato respiratorio
601,J94,Enfermedades del aparato respiratorio
602,J96,Enfermedades del aparato respiratorio
603,J98,Enfermedades del aparato respiratorio
604,K02,Enfermedades del aparato digestivo
605,K03,Enfermedades del aparato digestivo
606,K04,Enfermedades del aparato digestivo
607,K05,Enfermedades del aparato digestivo
608,K07,Enfermedades del aparato digestivo
609,K08,Enfermedades del aparato digestivo
610,K09,Enfermedades del aparato digestivo
611,K10,Enfermedades del aparato digestivo
612,K11,Enfermedades del aparato digestivo
613,K12,Enfermedades del aparato digestivo
614,K13,Enfermedades del aparato digestivo
615,K14,Enfermedades del aparato digestivo
616,K20,Enfermedades del aparato digestivo
617,K21,Enfermedades del aparato digestivo
618,K22,Enfermedades del aparato digestivo
619,K25,Enfermedades del aparato digestivo
620,K26,Enfermedades del aparato digestivo
621,K27,Enfermedades del aparato digestivo
622,K28,Enfermedades del aparato digestivo
623,K29,Enfermedades del aparato digestivo
624,K30,Enfermedades del aparato digestivo
625,K31,Enfermedades del aparato digestivo
626,K35,Enfermedades del aparato digestivo
627,K36,Enfermedades del aparato digestivo
628,K37,Enfermedades del aparato digestivo
629,K38,Enfermedades del aparato digestivo
630,K40,Enfermedades del aparato digestivo
631,K41,Enfermedades del aparato digestivo
632,K42,Enfermedades del aparato digestivo
633,K43,Enfermedades del aparato digestivo
634,K44,Enfermedades del aparato digestivo
635,K45,Enfermedades del aparato digestivo
636,K46,Enfermedades del aparato digestivo
637,K50,Enfermedades del aparato digestivo
638,K51,Enfermedades del aparato digestivo
639,K52,Enfermedades del aparato digestivo
640,K55,Enfermedades del aparato digestivo
641,K56,Enfermedades del aparato digestivo
642,K57,Enfermedades del aparato digestivo
643,K58,Enfermedades del aparato digestivo
644,K59,Enfermedades del aparato digestivo
645,K60,Enfermedades del aparato digestivo
646,K61,Enfermedades del aparato digestivo
647,K62,Enfermedades del aparato digestivo
648,K63,Enfermedades del aparato digestivo
649,K64,Enfermedades del aparato digestivo
650,K65,Enfermedades del aparato digestivo
651,K66,Enfermedades del aparato digestivo
652,K70,Enfermedades del aparato digestivo
653,K71,Enfermedades del aparato digestivo
654,K72,Enfermedades del aparato digestivo
655,K73,Enfermedades del aparato digestivo
656,K74,Enfermedades del aparato digestivo
657,K75,Enfermedades del aparato digestivo
658,K76,Enfermedades del aparato digestivo
659,K80,Enfermedades del aparato digestivo
660,K81,Enfermedades del aparato digestivo
661,K82,Enfermedades del aparato digestivo
662,K83,Enfermedades del aparato digestivo
663,K85,Enfermedades del aparato digestivo
664,K86,Enfermedades del aparato digestivo
665,K90,Enfermedades del aparato digestivo
666,K92,Enfermedades del aparato digestivo
667,L00,Enfermedades de la piel y del tejido subcutáneo 
668,L01,Enfermedades de la piel y del tejido subcutáneo 
669,L02,Enfermedades de la piel y del tejido subcutáneo 
670,L03,Enfermedades de la piel y del tejido subcutáneo 
671,L04,Enfermedades de la piel y del tejido subcutáneo 
672,L05,Enfermedades de la piel y del tejido subcutáneo 
673,L08,Enfermedades de la piel y del tejido subcutáneo 
674,L10,Enfermedades de la piel y del tejido subcutáneo 
675,L11,Enfermedades de la piel y del tejido subcutáneo 
676,L12,Enfermedades de la piel y del tejido subcutáneo 
677,L13,Enfermedades de la piel y del tejido subcutáneo 
678,L20,Enfermedades de la piel y del tejido subcutáneo 
679,L21,Enfermedades de la piel y del tejido subcutáneo 
680,L24,Enfermedades de la piel y del tejido subcutáneo 
681,L25,Enfermedades de la piel y del tejido subcutáneo 
682,L26,Enfermedades de la piel y del tejido subcutáneo 
683,L27,Enfermedades de la piel y del tejido subcutáneo 
684,L28,Enfermedades de la piel y del tejido subcutáneo 
685,L29,Enfermedades de la piel y del tejido subcutáneo 
686,L30,Enfermedades de la piel y del tejido subcutáneo 
687,L40,Enfermedades de la piel y del tejido subcutáneo 
688,L41,Enfermedades de la piel y del tejido subcutáneo 
689,L42,Enfermedades de la piel y del tejido subcutáneo 
690,L44,Enfermedades de la piel y del tejido subcutáneo 
691,L50,Enfermedades de la piel y del tejido subcutáneo 
692,L51,Enfermedades de la piel y del tejido subcutáneo 
693,L52,Enfermedades de la piel y del tejido subcutáneo 
694,L53,Enfermedades de la piel y del tejido subcutáneo 
695,L57,Enfermedades de la piel y del tejido subcutáneo 
696,L58,Enfermedades de la piel y del tejido subcutáneo 
697,L59,Enfermedades de la piel y del tejido subcutáneo 
698,L60,Enfermedades de la piel y del tejido subcutáneo 
699,L63,Enfermedades de la piel y del tejido subcutáneo 
700,L65,Enfermedades de la piel y del tejido subcutáneo 
701,L66,Enfermedades de la piel y del tejido subcutáneo 
702,L67,Enfermedades de la piel y del tejido subcutáneo 
703,L68,Enfermedades de la piel y del tejido subcutáneo 
704,L70,Enfermedades de la piel y del tejido subcutáneo 
705,L71,Enfermedades de la piel y del tejido subcutáneo 
706,L72,Enfermedades de la piel y del tejido subcutáneo 
707,L73,Enfermedades de la piel y del tejido subcutáneo 
708,L75,Enfermedades de la piel y del tejido subcutáneo 
709,L80,Enfermedades de la piel y del tejido subcutáneo 
710,L81,Enfermedades de la piel y del tejido subcutáneo 
711,L83,Enfermedades de la piel y del tejido subcutáneo 
712,L84,Enfermedades de la piel y del tejido subcutáneo 
713,L85,Enfermedades de la piel y del tejido subcutáneo 
714,L88,Enfermedades de la piel y del tejido subcutáneo 
715,L89,Enfermedades de la piel y del tejido subcutáneo 
716,L90,Enfermedades de la piel y del tejido subcutáneo 
717,L92,Enfermedades de la piel y del tejido subcutáneo 
718,L93,Enfermedades de la piel y del tejido subcutáneo 
719,L94,Enfermedades de la piel y del tejido subcutáneo 
720,L95,Enfermedades de la piel y del tejido subcutáneo 
721,L97,Enfermedades de la piel y del tejido subcutáneo 
722,L98,Enfermedades de la piel y del tejido subcutáneo 
723,M00,Enfermedades del sistema osteomuscular y del tejido conjuntivo
724,M02,Enfermedades del sistema osteomuscular y del tejido conjuntivo
725,M05,Enfermedades del sistema osteomuscular y del tejido conjuntivo
726,M06,Enfermedades del sistema osteomuscular y del tejido conjuntivo
727,M08,Enfermedades del sistema osteomuscular y del tejido conjuntivo
728,M10,Enfermedades del sistema osteomuscular y del tejido conjuntivo
729,M11,Enfermedades del sistema osteomuscular y del tejido conjuntivo
730,M12,Enfermedades del sistema osteomuscular y del tejido conjuntivo
731,M13,Enfermedades del sistema osteomuscular y del tejido conjuntivo
732,M15,Enfermedades del sistema osteomuscular y del tejido conjuntivo
733,M16,Enfermedades del sistema osteomuscular y del tejido conjuntivo
734,M17,Enfermedades del sistema osteomuscular y del tejido conjuntivo
735,M18,Enfermedades del sistema osteomuscular y del tejido conjuntivo
736,M19,Enfermedades del sistema osteomuscular y del tejido conjuntivo
737,M20,Enfermedades del sistema osteomuscular y del tejido conjuntivo
738,M21,Enfermedades del sistema osteomuscular y del tejido conjuntivo
739,M22,Enfermedades del sistema osteomuscular y del tejido conjuntivo
740,M23,Enfermedades del sistema osteomuscular y del tejido conjuntivo
741,M24,Enfermedades del sistema osteomuscular y del tejido conjuntivo
742,M25,Enfermedades del sistema osteomuscular y del tejido conjuntivo
743,M30,Enfermedades del sistema osteomuscular y del tejido conjuntivo
744,M31,Enfermedades del sistema osteomuscular y del tejido conjuntivo
745,M32,Enfermedades del sistema osteomuscular y del tejido conjuntivo
746,M33,Enfermedades del sistema osteomuscular y del tejido conjuntivo
747,M34,Enfermedades del sistema osteomuscular y del tejido conjuntivo
748,M35,Enfermedades del sistema osteomuscular y del tejido conjuntivo
749,M40,Enfermedades del sistema osteomuscular y del tejido conjuntivo
750,M41,Enfermedades del sistema osteomuscular y del tejido conjuntivo
751,M42,Enfermedades del sistema osteomuscular y del tejido conjuntivo
752,M43,Enfermedades del sistema osteomuscular y del tejido conjuntivo
753,M45,Enfermedades del sistema osteomuscular y del tejido conjuntivo
754,M46,Enfermedades del sistema osteomuscular y del tejido conjuntivo
755,M47,Enfermedades del sistema osteomuscular y del tejido conjuntivo
756,M48,Enfermedades del sistema osteomuscular y del tejido conjuntivo
757,M50,Enfermedades del sistema osteomuscular y del tejido conjuntivo
758,M51,Enfermedades del sistema osteomuscular y del tejido conjuntivo
759,M53,Enfermedades del sistema osteomuscular y del tejido conjuntivo
760,M54,Enfermedades del sistema osteomuscular y del tejido conjuntivo
761,M60,Enfermedades del sistema osteomuscular y del tejido conjuntivo
762,M61,Enfermedades del sistema osteomuscular y del tejido conjuntivo
763,M62,Enfermedades del sistema osteomuscular y del tejido conjuntivo
764,M65,Enfermedades del sistema osteomuscular y del tejido conjuntivo
765,M66,Enfermedades del sistema osteomuscular y del tejido conjuntivo
766,M67,Enfermedades del sistema osteomuscular y del tejido conjuntivo
767,M70,Enfermedades del sistema osteomuscular y del tejido conjuntivo
768,M71,Enfermedades del sistema osteomuscular y del tejido conjuntivo
769,M72,Enfermedades del sistema osteomuscular y del tejido conjuntivo
770,M76,Enfermedades del sistema osteomuscular y del tejido conjuntivo
771,M77,Enfermedades del sistema osteomuscular y del tejido conjuntivo
772,M79,Enfermedades del sistema osteomuscular y del tejido conjuntivo
773,M80,Enfermedades del sistema osteomuscular y del tejido conjuntivo
774,M81,Enfermedades del sistema osteomuscular y del tejido conjuntivo
775,M83,Enfermedades del sistema osteomuscular y del tejido conjuntivo
776,M84,Enfermedades del sistema osteomuscular y del tejido conjuntivo
777,M85,Enfermedades del sistema osteomuscular y del tejido conjuntivo
778,M86,Enfermedades del sistema osteomuscular y del tejido conjuntivo
779,M87,Enfermedades del sistema osteomuscular y del tejido conjuntivo
780,M88,Enfermedades del sistema osteomuscular y del tejido conjuntivo
781,M89,Enfermedades del sistema osteomuscular y del tejido conjuntivo
782,M91,Enfermedades del sistema osteomuscular y del tejido conjuntivo
783,M92,Enfermedades del sistema osteomuscular y del tejido conjuntivo
784,M93,Enfermedades del sistema osteomuscular y del tejido conjuntivo
785,M94,Enfermedades del sistema osteomuscular y del tejido conjuntivo
786,M95,Enfermedades del sistema osteomuscular y del tejido conjuntivo
787,M99,Enfermedades del sistema osteomuscular y del tejido conjuntivo
788,N00,Enfermedades del sistema genitourinario 
789,N01,Enfermedades del sistema genitourinario 
790,N02,Enfermedades del sistema genitourinario 
791,N03,Enfermedades del sistema genitourinario 
792,N04,Enfermedades del sistema genitourinario 
793,N05,Enfermedades del sistema genitourinario 
794,N06,Enfermedades del sistema genitourinario 
795,N07,Enfermedades del sistema genitourinario 
796,N10,Enfermedades del sistema genitourinario 
797,N11,Enfermedades del sistema genitourinario 
798,N12,Enfermedades del sistema genitourinario 
799,N13,Enfermedades del sistema genitourinario 
800,N14,Enfermedades del sistema genitourinario 
801,N15,Enfermedades del sistema genitourinario 
802,N17,Enfermedades del sistema genitourinario 
803,N18,Enfermedades del sistema genitourinario 
804,N19,Enfermedades del sistema genitourinario 
805,N20,Enfermedades del sistema genitourinario 
806,N21,Enfermedades del sistema genitourinario 
807,N23,Enfermedades del sistema genitourinario 
808,N25,Enfermedades del sistema genitourinario 
809,N26,Enfermedades del sistema genitourinario 
810,N27,Enfermedades del sistema genitourinario 
811,N28,Enfermedades del sistema genitourinario 
812,N30,Enfermedades del sistema genitourinario 
813,N31,Enfermedades del sistema genitourinario 
814,N32,Enfermedades del sistema genitourinario 
815,N34,Enfermedades del sistema genitourinario 
816,N35,Enfermedades del sistema genitourinario 
817,N36,Enfermedades del sistema genitourinario 
818,N39,Enfermedades del sistema genitourinario 
819,N40,Enfermedades del sistema genitourinario 
820,N41,Enfermedades del sistema genitourinario 
821,N42,Enfermedades del sistema genitourinario 
822,N43,Enfermedades del sistema genitourinario 
823,N45,Enfermedades del sistema genitourinario 
824,N47,Enfermedades del sistema genitourinario 
825,N48,Enfermedades del sistema genitourinario 
826,N49,Enfermedades del sistema genitourinario 
827,N50,Enfermedades del sistema genitourinario 
828,N60,Enfermedades del sistema genitourinario 
829,N61,Enfermedades del sistema genitourinario 
830,N62,Enfermedades del sistema genitourinario 
831,N63,Enfermedades del sistema genitourinario 
832,N64,Enfermedades del sistema genitourinario 
833,N70,Enfermedades del sistema genitourinario 
834,N71,Enfermedades del sistema genitourinario 
835,N72,Enfermedades del sistema genitourinario 
836,N73,Enfermedades del sistema genitourinario 
837,N76,Enfermedades del sistema genitourinario 
838,N80,Enfermedades del sistema genitourinario 
839,N81,Enfermedades del sistema genitourinario 
840,N82,Enfermedades del sistema genitourinario 
841,N83,Enfermedades del sistema genitourinario 
842,N84,Enfermedades del sistema genitourinario 
843,N85,Enfermedades del sistema genitourinario 
844,N87,Enfermedades del sistema genitourinario 
845,N88,Enfermedades del sistema genitourinario 
846,N89,Enfermedades del sistema genitourinario 
847,N90,Enfermedades del sistema genitourinario 
848,N92,Enfermedades del sistema genitourinario 
849,N93,Enfermedades del sistema genitourinario 
850,N94,Enfermedades del sistema genitourinario 
851,N95,Enfermedades del sistema genitourinario 
852,N98,Enfermedades del sistema genitourinario 
853,O00,"Embarazo, parto y puerperio "
854,O01,"Embarazo, parto y puerperio "
855,O02,"Embarazo, parto y puerperio "
856,O03,"Embarazo, parto y puerperio "
857,O04,"Embarazo, parto y puerperio "
858,O05,"Embarazo, parto y puerperio "
859,O06,"Embarazo, parto y puerperio "
860,O07,"Embarazo, parto y puerperio "
861,O10,"Embarazo, parto y puerperio "
862,O11,"Embarazo, parto y puerperio "
863,O13,"Embarazo, parto y puerperio "
864,O14,"Embarazo, parto y puerperio "
865,O15,"Embarazo, parto y puerperio "
866,O16,"Embarazo, parto y puerperio "
867,O20,"Embarazo, parto y puerperio "
868,O22,"Embarazo, parto y puerperio "
869,O23,"Embarazo, parto y puerperio "
870,O24,"Embarazo, parto y puerperio "
871,O25,"Embarazo, parto y puerperio "
872,O26,"Embarazo, parto y puerperio "
873,O29,"Embarazo, parto y puerperio "
874,O34,"Embarazo, parto y puerperio "
875,O35,"Embarazo, parto y puerperio "
876,O36,"Embarazo, parto y puerperio "
877,O41,"Embarazo, parto y puerperio "
878,O42,"Embarazo, parto y puerperio "
879,O43,"Embarazo, parto y puerperio "
880,O44,"Embarazo, parto y puerperio "
881,O45,"Embarazo, parto y puerperio "
882,O46,"Embarazo, parto y puerperio "
883,O60,"Embarazo, parto y puerperio "
884,O61,"Embarazo, parto y puerperio "
885,O62,"Embarazo, parto y puerperio "
886,O66,"Embarazo, parto y puerperio "
887,O67,"Embarazo, parto y puerperio "
888,O68,"Embarazo, parto y puerperio "
889,O69,"Embarazo, parto y puerperio "
890,O70,"Embarazo, parto y puerperio "
891,O71,"Embarazo, parto y puerperio "
892,O72,"Embarazo, parto y puerperio "
893,O73,"Embarazo, parto y puerperio "
894,O74,"Embarazo, parto y puerperio "
895,O75,"Embarazo, parto y puerperio "
896,O85,"Embarazo, parto y puerperio "
897,O86,"Embarazo, parto y puerperio "
898,O87,"Embarazo, parto y puerperio "
899,O88,"Embarazo, parto y puerperio "
900,O89,"Embarazo, parto y puerperio "
901,O90,"Embarazo, parto y puerperio "
902,O91,"Embarazo, parto y puerperio "
903,O95,"Embarazo, parto y puerperio "
904,O96,"Embarazo, parto y puerperio "
905,O97,"Embarazo, parto y puerperio "
906,O98,"Embarazo, parto y puerperio "
907,O99,"Embarazo, parto y puerperio "
908,P00,Afecciones originadas en el periodo perinatal 
909,P01,Afecciones originadas en el periodo perinatal 
910,P02,Afecciones originadas en el periodo perinatal 
911,P03,Afecciones originadas en el periodo perinatal 
912,P04,Afecciones originadas en el periodo perinatal 
913,P05,Afecciones originadas en el periodo perinatal 
914,P07,Afecciones originadas en el periodo perinatal 
915,P08,Afecciones originadas en el periodo perinatal 
916,P10,Afecciones originadas en el periodo perinatal 
917,P11,Afecciones originadas en el periodo perinatal 
918,P12,Afecciones originadas en el periodo perinatal 
919,P13,Afecciones originadas en el periodo perinatal 
920,P14,Afecciones originadas en el periodo perinatal 
921,P15,Afecciones originadas en el periodo perinatal 
922,P20,Afecciones originadas en el periodo perinatal 
923,P21,Afecciones originadas en el periodo perinatal 
924,P22,Afecciones originadas en el periodo perinatal 
925,P23,Afecciones originadas en el periodo perinatal 
926,P24,Afecciones originadas en el periodo perinatal 
927,P25,Afecciones originadas en el periodo perinatal 
928,P26,Afecciones originadas en el periodo perinatal 
929,P27,Afecciones originadas en el periodo perinatal 
930,P28,Afecciones originadas en el periodo perinatal 
931,P29,Afecciones originadas en el periodo perinatal 
932,P35,Afecciones originadas en el periodo perinatal 
933,P36,Afecciones originadas en el periodo perinatal 
934,P37,Afecciones originadas en el periodo perinatal 
935,P38,Afecciones originadas en el periodo perinatal 
936,P39,Afecciones originadas en el periodo perinatal 
937,P50,Afecciones originadas en el periodo perinatal 
938,P51,Afecciones originadas en el periodo perinatal 
939,P52,Afecciones originadas en el periodo perinatal 
940,P53,Afecciones originadas en el periodo perinatal 
941,P54,Afecciones originadas en el periodo perinatal 
942,P55,Afecciones originadas en el periodo perinatal 
943,P56,Afecciones originadas en el periodo perinatal 
944,P57,Afecciones originadas en el periodo perinatal 
945,P58,Afecciones originadas en el periodo perinatal 
946,P59,Afecciones originadas en el periodo perinatal 
947,P60,Afecciones originadas en el periodo perinatal 
948,P61,Afecciones originadas en el periodo perinatal 
949,P70,Afecciones originadas en el periodo perinatal 
950,P71,Afecciones originadas en el periodo perinatal 
951,P74,Afecciones originadas en el periodo perinatal 
952,P76,Afecciones originadas en el periodo perinatal 
953,P77,Afecciones originadas en el periodo perinatal 
954,P78,Afecciones originadas en el periodo perinatal 
955,P80,Afecciones originadas en el periodo perinatal 
956,P81,Afecciones originadas en el periodo perinatal 
957,P83,Afecciones originadas en el periodo perinatal 
958,P90,Afecciones originadas en el periodo perinatal 
959,P91,Afecciones originadas en el periodo perinatal 
960,P92,Afecciones originadas en el periodo perinatal 
961,P94,Afecciones originadas en el periodo perinatal 
962,P96,Afecciones originadas en el periodo perinatal 
963,Q00,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
964,Q01,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
965,Q02,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
966,Q03,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
967,Q04,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
968,Q05,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
969,Q06,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
970,Q07,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
971,Q12,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
972,Q13,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
973,Q14,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
974,Q15,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
975,Q16,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
976,Q18,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
977,Q20,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
978,Q21,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
979,Q22,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
980,Q23,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
981,Q24,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
982,Q25,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
983,Q26,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
984,Q27,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
985,Q28,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
986,Q30,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
987,Q31,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
988,Q32,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
989,Q33,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
990,Q34,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
991,Q35,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
992,Q36,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
993,Q37,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
994,Q38,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
995,Q39,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
