,codigo_def,categorias
996,Q40,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
997,Q41,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
998,Q42,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
999,Q43,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
1000,Q44,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
1001,Q45,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
1002,Q52,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
1003,Q53,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
1004,Q54,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
1005,Q55,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
1006,Q56,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
1007,Q60,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
1008,Q61,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
1009,Q62,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
1010,Q63,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
1011,Q64,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
1012,Q65,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
1013,Q67,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
1014,Q68,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
1015,Q71,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
1016,Q72,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
1017,Q74,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
1018,Q75,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
1019,Q76,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
1020,Q77,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
1021,Q78,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
1022,Q79,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
1023,Q80,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
1024,Q81,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
1025,Q82,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
1026,Q83,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
1027,Q84,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
1028,Q85,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
1029,Q86,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
1030,Q87,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
1031,Q89,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
1032,Q90,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
1033,Q91,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
1034,Q92,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
1035,Q93,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
1036,Q96,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
1037,Q97,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
1038,Q98,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
1039,Q99,"Malformaciones congénitas, deformidades y anomalías cromosómicas "
1040,R00,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1041,R01,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1042,R02,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1043,R04,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1044,R06,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1045,R07,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1046,R09,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1047,R10,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1048,R11,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1049,R13,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1050,R14,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1051,R16,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1052,R17,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1053,R18,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1054,R19,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1055,R20,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1056,R22,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1057,R23,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1058,R25,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1059,R26,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1060,R27,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1061,R29,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1062,R30,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1063,R31,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1064,R33,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1065,R34,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1066,R35,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1067,R39,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1068,R40,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1069,R41,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1070,R42,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1071,R43,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1072,R45,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1073,R47,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1074,R48,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1075,R50,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1076,R51,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1077,R52,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1078,R53,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1079,R54,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1080,R55,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1081,R56,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1082,R57,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1083,R58,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1084,R59,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1085,R60,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1086,R61,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1087,R62,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1088,R63,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1089,R64,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1090,R65,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1091,R68,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1092,R70,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1093,R71,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1094,R72,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1095,R73,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1096,R74,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1097,R76,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1098,R77,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1099,R78,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1100,R79,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1101,R80,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1102,R81,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1103,R82,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1104,R83,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1105,R84,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1106,R85,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1107,R86,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1108,R87,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1109,R89,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1110,R90,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1111,R91,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1112,R92,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1113,R93,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1114,R94,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1115,R95,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1116,R96,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1117,R97,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1118,R98,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1119,R99,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte"
1120,U07,COVID-19
1121,U10,COVID-19
1122,U12,COVID-19
1123,V01,Accidentes y causas externas
1124,V02,Accidentes y causas externas
1125,V03,Accidentes y causas externas
1126,V04,Accidentes y causas externas
1127,V05,Accidentes y causas externas
1128,V06,Accidentes y causas externas
1129,V09,Accidentes y causas externas
1130,V10,Accidentes y causas externas
1131,V11,Accidentes y causas externas
1132,V12,Accidentes y causas externas
1133,V13,Accidentes y causas externas
1134,V14,Accidentes y causas externas
1135,V15,Accidentes y causas externas
1136,V16,Accidentes y causas externas
1137,V17,Accidentes y causas externas
1138,V18,Accidentes y causas externas
1139,V19,Accidentes y causas externas
1140,V20,Accidentes y causas externas
1141,V21,Accidentes y causas externas
1142,V22,Accidentes y causas externas
1143,V23,Accidentes y causas externas
1144,V24,Accidentes y causas externas
1145,V25,Accidentes y causas externas
1146,V26,Accidentes y causas externas
1147,V27,Accidentes y causas externas
1148,V28,Accidentes y causas externas
1149,V29,Accidentes y causas externas
1150,V30,Accidentes y causas externas
1151,V31,Accidentes y causas externas
1152,V32,Accidentes y causas externas
1153,V33,Accidentes y causas externas
1154,V34,Accidentes y causas externas
1155,V37,Accidentes y causas externas
1156,V38,Accidentes y causas externas
1157,V39,Accidentes y causas externas
1158,V40,Accidentes y causas externas
1159,V41,Accidentes y causas externas
1160,V42,Accidentes y causas externas
1161,V43,Accidentes y causas externas
1162,V44,Accidentes y causas externas
1163,V45,Accidentes y causas externas
1164,V46,Accidentes y causas externas
1165,V47,Accidentes y causas externas
1166,V48,Accidentes y causas externas
1167,V49,Accidentes y causas externas
1168,V50,Accidentes y causas externas
1169,V51,Accidentes y causas externas
1170,V52,Accidentes y causas externas
1171,V53,Accidentes y causas externas
1172,V54,Accidentes y causas externas
1173,V55,Accidentes y causas externas
1174,V56,Accidentes y causas externas
1175,V57,Accidentes y causas externas
1176,V58,Accidentes y causas externas
1177,V59,Accidentes y causas externas
1178,V60,Accidentes y causas externas
1179,V62,Accidentes y causas externas
1180,V63,Accidentes y causas externas
1181,V64,Accidentes y causas externas
1182,V65,Accidentes y causas externas
1183,V66,Accidentes y causas externas
1184,V67,Accidentes y causas externas
1185,V68,Accidentes y causas externas
1186,V69,Accidentes y causas externas
1187,V70,Accidentes y causas externas
1188,V71,Accidentes y causas externas
1189,V72,Accidentes y causas externas
1190,V73,Accidentes y causas externas
1191,V74,Accidentes y causas externas
1192,V75,Accidentes y causas externas
1193,V76,Accidentes y causas externas
1194,V77,Accidentes y causas externas
1195,V78,Accidentes y causas externas
1196,V79,Accidentes y causas externas
1197,V80,Accidentes y causas externas
1198,V81,Accidentes y causas externas
1199,V82,Accidentes y causas externas
1200,V83,Accidentes y causas externas
1201,V84,Accidentes y causas externas
1202,V85,Accidentes y causas externas
1203,V86,Accidentes y causas externas
1204,V87,Accidentes y causas externas
1205,V88,Accidentes y causas externas
1206,V89,Accidentes y causas externas
1207,V90,Accidentes y causas externas
1208,V91,Accidentes y causas externas
1209,V92,Accidentes y causas externas
1210,V93,Accidentes y causas externas
1211,V94,Accidentes y causas externas
1212,V95,Accidentes y causas externas
1213,V96,Accidentes y causas externas
1214,V97,Accidentes y causas externas
1215,V98,Accidentes y causas externas
1216,V99,Accidentes y causas externas
1217,W00,Accidentes y causas externas
1218,W01,Accidentes y causas externas
1219,W02,Accidentes y causas externas
1220,W03,Accidentes y causas externas
1221,W04,Accidentes y causas externas
1222,W05,Accidentes y causas externas
1223,W06,Accidentes y causas externas
1224,W07,Accidentes y causas externas
1225,W08,Accidentes y causas externas
1226,W09,Accidentes y causas externas
1227,W10,Accidentes y causas externas
1228,W11,Accidentes y causas externas
1229,W12,Accidentes y causas externas
1230,W13,Accidentes y causas externas
1231,W14,Accidentes y causas externas
1232,W15,Accidentes y causas externas
1233,W16,Accidentes y causas externas
1234,W17,Accidentes y causas externas
1235,W18,Accidentes y causas externas
1236,W19,Accidentes y causas externas
1237,W20,Accidentes y causas externas
1238,W21,Accidentes y causas externas
1239,W22,Accidentes y causas externas
1240,W23,Accidentes y causas externas
1241,W24,Accidentes y causas externas
1242,W25,Accidentes y causas externas
1243,W26,Accidentes y causas externas
1244,W27,Accidentes y causas externas
1245,W28,Accidentes y causas externas
1246,W29,Accidentes y causas externas
1247,W30,Accidentes y causas externas
1248,W31,Accidentes y causas externas
1249,W32,Accidentes y causas externas
1250,W33,Accidentes y causas externas
1251,W34,Accidentes y causas externas
1252,W35,Accidentes y causas externas
1253,W36,Accidentes y causas externas
1254,W37,Accidentes y causas externas
1255,W38,Accidentes y causas externas
1256,W39,Accidentes y causas externas
1257,W40,Accidentes y causas externas
1258,W41,Accidentes y causas externas
1259,W43,Accidentes y causas externas
1260,W44,Accidentes y causas externas
1261,W45,Accidentes y causas externas
1262,W49,Accidentes y causas externas
1263,W50,Accidentes y causas externas
1264,W51,Accidentes y causas externas
1265,W52,Accidentes y causas externas
1266,W54,Accidentes y causas externas
1267,W55,Accidentes y causas externas
1268,W57,Accidentes y causas externas
1269,W58,Accidentes y causas externas
1270,W59,Accidentes y causas externas
1271,W60,Accidentes y causas externas
1272,W64,Accidentes y causas externas
1273,W65,Accidentes y causas externas
1274,W66,Accidentes y causas externas
1275,W67,Accidentes y causas externas
1276,W68,Accidentes y causas externas
1277,W69,Accidentes y causas externas
1278,W70,Accidentes y causas externas
1279,W73,Accidentes y causas externas
1280,W74,Accidentes y causas externas
1281,W75,Accidentes y causas externas
1282,W76,Accidentes y causas externas
1283,W77,Accidentes y causas externas
1284,W78,Accidentes y causas externas
1285,W79,Accidentes y causas externas
1286,W80,Accidentes y causas externas
1287,W81,Accidentes y causas externas
1288,W83,Accidentes y causas externas
1289,W84,Accidentes y causas externas
1290,W85,Accidentes y causas externas
1291,W86,Accidentes y causas externas
1292,W87,Accidentes y causas externas
1293,W88,Accidentes y causas externas
1294,W89,Accidentes y causas externas
1295,W91,Accidentes y causas externas
1296,W92,Accidentes y causas externas
1297,W94,Accidentes y causas externas
1298,X00,Accidentes y causas externas
1299,X01,Accidentes y causas externas
1300,X02,Accidentes y causas externas
1301,X03,Accidentes y causas externas
1302,X04,Accidentes y causas externas
1303,X05,Accidentes y causas externas
1304,X06,Accidentes y causas externas
1305,X08,Accidentes y causas externas
1306,X09,Accidentes y causas externas
1307,X10,Accidentes y causas externas
1308,X11,Accidentes y causas externas
1309,X12,Accidentes y causas externas
1310,X13,Accidentes y causas externas
1311,X14,Accidentes y causas externas
1312,X15,Accidentes y causas externas
1313,X16,Accidentes y causas externas
1314,X17,Accidentes y causas externas
1315,X18,Accidentes y causas externas
1316,X19,Accidentes y causas externas
1317,X20,Accidentes y causas externas
1318,X21,Accidentes y causas externas
1319,X22,Accidentes y causas externas
1320,X23,Accidentes y causas externas
1321,X24,Accidentes y causas externas
1322,X25,Accidentes y causas externas
1323,X26,Accidentes y causas externas
1324,X27,Accidentes y causas externas
1325,X28,Accidentes y causas externas
1326,X29,Accidentes y causas externas
1327,X30,Accidentes y causas externas
1328,X31,Accidentes y causas externas
1329,X32,Accidentes y causas externas
1330,X33,Accidentes y causas externas
1331,X34,Accidentes y causas externas
1332,X35,Accidentes y causas externas
1333,X36,Accidentes y causas externas
1334,X37,Accidentes y causas externas
1335,X38,Accidentes y causas externas
1336,X39,Accidentes y causas externas
1337,X40,Accidentes y causas externas
1338,X41,Accidentes y causas externas
1339,X42,Accidentes y causas externas
1340,X43,Accidentes y causas externas
1341,X44,Accidentes y causas externas
1342,X45,Accidentes y causas externas
1343,X46,Accidentes y causas externas
1344,X47,Accidentes y causas externas
1345,X48,Accidentes y causas externas
1346,X49,Accidentes y causas externas
1347,X50,Accidentes y causas externas
1348,X51,Accidentes y causas externas
1349,X52,Accidentes y causas externas
1350,X53,Accidentes y causas externas
1351,X54,Accidentes y causas externas
1352,X57,Accidentes y causas externas
1353,X58,Accidentes y causas externas
1354,X59,Accidentes y causas externas
1355,X60,Accidentes y causas externas
1356,X61,Accidentes y causas externas
1357,X62,Accidentes y causas externas
1358,X63,Accidentes y causas externas
1359,X64,Accidentes y causas externas
1360,X65,Accidentes y causas externas
1361,X66,Accidentes y causas externas
1362,X67,Accidentes y causas externas
1363,X68,Accidentes y causas externas
1364,X69,Accidentes y causas externas
1365,X70,Accidentes y causas externas
1366,X71,Accidentes y causas externas
1367,X72,Accidentes y causas externas
1368,X73,Accidentes y causas externas
1369,X74,Accidentes y causas externas
1370,X75,Accidentes y causas externas
1371,X76,Accidentes y causas externas
1372,X77,Accidentes y causas externas
1373,X78,Accidentes y causas externas
1374,X79,Accidentes y causas externas
1375,X80,Accidentes y causas externas
1376,X81,Accidentes y causas externas
1377,X82,Accidentes y causas externas
1378,X83,Accidentes y causas externas
1379,X84,Accidentes y causas externas
1380,X85,Accidentes y causas externas
1381,X86,Accidentes y causas externas
1382,X87,Accidentes y causas externas
1383,X88,Accidentes y causas externas
1384,X89,Accidentes y causas externas
1385,X90,Accidentes y causas externas
1386,X91,Accidentes y causas externas
1387,X92,Accidentes y causas externas
1388,X93,Accidentes y causas externas
1389,X94,Accidentes y causas externas
1390,X95,Accidentes y causas externas
1391,X96,Accidentes y causas externas
1392,X97,Accidentes y causas externas
1393,X98,Accidentes y causas externas
1394,X99,Accidentes y causas externas
1395,Y00,Accidentes y causas externas
1396,Y01,Accidentes y causas externas
1397,Y02,Accidentes y causas externas
1398,Y03,Accidentes y causas externas
1399,Y04,Accidentes y causas externas
1400,Y05,Accidentes y causas externas
1401,Y06,Accidentes y causas externas
1402,Y07,Accidentes y causas externas
1403,Y08,Accidentes y causas externas
1404,Y09,Accidentes y causas externas
1405,Y10,Accidentes y causas externas
1406,Y11,Accidentes y causas externas
1407,Y12,Accidentes y causas externas
1408,Y13,Accidentes y causas externas
1409,Y14,Accidentes y causas externas
1410,Y15,Accidentes y causas externas
1411,Y16,Accidentes y causas externas
1412,Y17,Accidentes y causas externas
1413,Y18,Accidentes y causas externas
1414,Y19,Accidentes y causas externas
1415,Y20,Accidentes y causas externas
1416,Y21,Accidentes y causas externas
1417,Y22,Accidentes y causas externas
1418,Y23,Accidentes y causas externas
1419,Y24,Accidentes y causas externas
1420,Y25,Accidentes y causas externas
1421,Y26,Accidentes y causas externas
1422,Y27,Accidentes y causas externas
1423,Y28,Accidentes y causas externas
1424,Y29,Accidentes y causas externas
1425,Y30,Accidentes y causas externas
1426,Y31,Accidentes y causas externas
1427,Y32,Accidentes y causas externas
1428,Y33,Accidentes y causas externas
1429,Y34,Accidentes y causas externas
1430,Y35,Accidentes y causas externas
1431,Y36,Accidentes y causas externas
1432,Y40,Accidentes y causas externas
1433,Y41,Accidentes y causas externas
1434,Y42,Accidentes y causas externas
1435,Y43,Accidentes y causas externas
1436,Y44,Accidentes y causas externas
1437,Y45,Accidentes y causas externas
1438,Y46,Accidentes y causas externas
1439,Y47,Accidentes y causas externas
1440,Y48,Accidentes y causas externas
1441,Y49,Accidentes y causas externas
1442,Y50,Accidentes y causas externas
1443,Y51,Accidentes y causas externas
1444,Y52,Accidentes y causas externas
1445,Y53,Accidentes y causas externas
1446,Y54,Accidentes y causas externas
1447,Y55,Accidentes y causas externas
1448,Y56,Accidentes y causas externas
1449,Y57,Accidentes y causas externas
1450,Y59,Accidentes y causas externas
1451,Y60,Accidentes y causas externas
1452,Y61,Accidentes y causas externas
1453,Y62,Accidentes y causas externas
1454,Y63,Accidentes y causas externas
1455,Y64,Accidentes y causas externas
1456,Y65,Accidentes y causas externas
1457,Y69,Accidentes y causas externas
1458,Y70,Accidentes y causas externas
1459,Y71,Accidentes y causas externas
1460,Y73,Accidentes y causas externas
1461,Y74,Accidentes y causas externas
1462,Y75,Accidentes y causas externas
1463,Y76,Accidentes y causas externas
1464,Y79,Accidentes y causas externas
1465,Y80,Accidentes y causas externas
1466,Y81,Accidentes y causas externas
1467,Y82,Accidentes y causas externas
1468,Y83,Accidentes y causas externas
1469,Y84,Accidentes y causas externas
1470,Y85,Accidentes y causas externas
1471,Y86,Accidentes y causas externas
1472,Y87,Accidentes y causas externas
1473,Y88,Accidentes y causas externas
1474,Y89,Accidentes y causas externas
